|,,,,,,,,,,,,,,,,,,,,,,,,,,MNAVA,,,LGONZALEZ,MORTEGA,JPEREZ,ARUIZ,SITURBE,IRUIZ,MVIZCAYA,NESTRADA,,TIPO DE MEMBRESÍAS,,,,,,,,,,,,
,CONCENTRADO DE VENTAS GLOBAL,,,,,,,,,,,,,,,,,TIPO DE MEMBRESÍAS,,,,,,,,"$820,550.00",,,"$542,656.00","$1,178,636.00","$685,807.40","$600,950.00","$788,059.00","$712,450.00","$14,240.00","$120,806.00",,BASICA,,EMPRENDEDOR,,,PREMIER,SIEM,,,,,,
11,,1,3/1/2026,4/1/2025,,AF-6093,,14533,EFREN MARTINEZ MORFIN,,,"$2,900.00",Transf,1,,ARUIZ,MEMBRESIA,EMPRENDEDOR,"$2,900.00","CARR. QRO. HUIMILPAN KM 17+728, JURIQUILLA, QRO. ",ENE,FEQ940228TJ3,grupobensa@prodigy.net.mx,,4421355464,FRANCISCO ROMO,,,SERVICIOS,GASOLINERA ,,,"CARR. QRO. HUIMILPAN KM 17+728, JURIQUILLA, QRO. ",,,,,,,,,,afiliado,,,,,,,
12,,1,3/1/2026,4/1/2025,,AF-6094,,14532,GRUPO GASOLINERO BENSA SA DE CV,,,"$2,900.00",Transf,1,,ARUIZ,MEMBRESIA,EMPRENDEDOR,"$2,900.00","AV ACCESO CANDILES #542, CORREGIDORA, QRO., 76900",ENE,GGB0407198W2,grupobensa@prodigy.net.mx,,4421355464,FRANCISCO ROMO,,,SERVICIOS,GASOLINERA ,,,"AV ACCESO CANDILES #542, CORREGIDORA, QRO., 76900",,,,,,,,,,afiliado,,,,,,,
13,,1,3/1/2026,4/1/2025,,AF-6095,,14534,ENERGETICOS EL GANTON SA DE CV ,,,"$2,900.00",Transf,1,,ARUIZ,MEMBRESIA,EMPRENDEDOR,"$2,900.00","JESUS ARRIAGA #170, SALDARRIAGA, EL MARQUES, 76240",ENE,EGA060630K72,grupobensa@prodigy.net.mx,,4421355464,FRANCISCO ROMO,,,SERVICIOS,GASOLINERA ,,,"JESUS ARRIAGA #170, SALDARRIAGA, EL MARQUES, 76240",,,,,,,,,,afiliado,,,,,,,
14,,1,12/1/2026,13/1/2025,,AF-6221,,14626,SUPPORT STRATEGY QUERETARO SA CV,,,$300.00,Transf,1,,ARUIZ,SIEM, ,$300.00,ANILLO VIAL F. JUNIPERO SERRA #2001 INT 201,ENE,IME101215NZ3,beatriz.mendez@wmp.com,,4422096850,BEATRIZ MENDEZ ,,,SERVICIOS,,,,ANILLO VIAL F. JUNIPERO SERRA #2001 INT 201,,,,,,,,,,afiliado,,,,,,,
15,,12,4/12/2025,5/12/2024,,AF-6007,,12728,DISTRIBUIDORA HIDRAULICA DEL CENTRO,,,"$1,850.00",Transf,,1,JPEREZ,MEMBRESIA,BASICA,"$1,850.00","PLATEROS #185, COL. SAN PEDRITO PEÑUELAS. 76148",DIC,DHC000615LN8,comprasdhcsa@gmail.com,,4421498739,JUANA GUERRERO,,,COMERCIO,COMPRA-VENTA DE MATERIALES,,,,,,,,,,,,,afiliado,,,,,,,
,,12,4/12/2025,5/12/2024,,AF-6008,,12729,DISTRIBUIDORA HIDRAULICA DEL CENTRO,,,$325.00,Transf,,1,JPEREZ,SIEM, ,$325.00,"KM +14 S/N, COLON, QUERETARO.",DIC,DHC000615LN8,comprasdhcsa@gmail.com,,4421498739,JUANA GUERRERO,,,COMERCIO,COMPRA-VENTA DE MATERIALES,,,,,,,,,,,,,afiliado,,,,,,,
16,,12,17/12/2025,18/12/2024,,AF-6062,,14281,CORPORATIVO DULCERO DEL CENTRO,,,$990.00,Transf,,1,JPEREZ,MEMBRESIA,MEMBRESIA SIEM,$990.00,"AV PIDE DE LA CUESTA , PLAZA MAENA LOCAL #8, COL. DESARROLLO SAN PABLO. 76130",DIC,CDC060928EA6,,,5579657041,CAROLINA-JONATHAN,,,COMERCIO,DULCERIA,,,,,,,,,,,,,afiliado,,,,,,,
17,,1,6/1/2026,7/1/2025,,AF-6123,,14480,LA CASA DE LAS LOMAS,,,$640.00,Transf,1,,JPEREZ,SIEM, ,$640.00,"CARR. QUERETARO-SAN LUIS POTOSI #12554-C, EJIDO JURICA. 76100",ENE,CLO990423UX8,ghuerta@grupodico.com.mx,,5546169766,LIC. GABRIELA HUERTA,,,COMERCIO,COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR,,,SUC. EJIDO JURICA,,,,,,,,,,afiliado,,,,,,,
18,,1,6/1/2026,7/1/2025,,AF-6124,,14481,LA CASA DE LAS LOMAS,,,$640.00,Transf,1,,JPEREZ,SIEM, ,$640.00,"BOULEVARD. BERNARDO QUINTANA ARRIOJA #4100-2A, COL. SAN PABLO. 76130",ENE,CLO990423UX8,ghuerta@grupodico.com.mx,,5546169766,LIC. GABRIELA HUERTA,,,COMERCIO,COMERCIO AL POR MENOR DE MUEBLES PARA EL HOGAR,,,SUC. BERNARDO QUINTANA,,,,,,,,,,afiliado,,,,,,,
19,,1,6/1/2026,7/1/2025,,AF-6122,,14482,GDEXPO COLCHONES COLCHONES,,,$640.00,Transf,,1,JPEREZ,SIEM, ,$640.00,"AUTOPISTA MEXICO QUERETARO KM 43.5, COL. TEXCACOA. 54605",ENE,GEC230919VS9,ghuerta@grupodico.com.mx,,5546169766,LIC. GABRIELA HUERTA,,,COMERCIO,VENTA DE COLCHONES,,,,,,,,,,,,,afiliado,,,,,,,
20,,1,7/1/2026,8/1/2025,,AF-6157,,14493,MAVI DE OCCIDENTE,,,$640.00,Efe,,1,JPEREZ,SIEM, ,$640.00,"PLATEROS ESQ. TORNEROS #53, COL. PEÑUELAS. 76148",ENE,MOC051020MT8,sanpedritopenuelas@mueblesamerica.mx,,3332556406,JAVIER ALMAGUER CH.,,,COMERCIO,COMPRA-VENTA DE MUEBLES Y ELECTRODOMESTICOS,,,SUC. SAN PEDRITO PEÑUELAS,,,,,,,,,,afiliado,,,,,,,
21,,1,8/1/2026,9/1/2025,,AF-6160,,14494,ACCEL COMERCIAL ,,,"$3,990.00",Transf,1,,JPEREZ,MEMBRESIA,EMPRENDEDOR,"$3,990.00","AV DE LA CRUZ #105 NAVE A-4, PARQUE INDUSTRIAL PARKU. 76220",ENE,ACO941024FG4,coordinadorjuiq@accel.com.mx,,5546160625,RAFAEL MORENO,,,SERVICIOS,SERVICIOS DE ALMACENAMIENTO E INSTALACIONES,,,,,,,,,,,,,afiliado,,,,,,,
22,,1,8/1/2026,9/1/2025,,AF-6155,,14495,DYNAGEAR DE MEXICO,,,"$5,000.00",Transf,,1,JPEREZ,MEMBRESIA,PYME,"$5,000.00","SIERRA DEL NORTE #107, COL. LA SIERRITA. 76154.",ENE,DME920612EE8,tmpbuyer@aol.com,,4425468828,ING MARTIN,,,COMERCIO,COMERCIO AL POR MENOR DE REFACCIONES Y AUTOMOTORES,,,,,,,,,,,,,afiliado,,,,,,,
23,,1,12/1/2026,13/1/2025,,AF-6216,,,GRUPO MEDICO SAN FRANCISCO,,,"$1,920.00",Efe,1,,JPEREZ,MEMBRESIA,BASICA,"$1,920.00","JUAN CABALLERO Y OCIO #397, COL. CALESA. 76020",ENE,GMS020716S90,administracion@clinicasanfrancisco.com.mx,,4423460937,YESENIA COLMENARES,,,SERVICIOS,CONSULTORIOS MEDICOS,,,,,,,,,,,,,afiliado,,,,,,,
24,,1,12/1/2026,13/1/2025,,AF-6215,,14507,MIGUEL EUGENIO BERUMEN CARBAJAL,,,$640.00,Efe,1,,JPEREZ,SIEM, ,$640.00,"JUAN CABALLERO Y OCIO #397, COL. CALESA. 76020",ENE,BECM791125421,administracion@clinicasanfrancisco.com.mx,,4423460937,YESENIA COLMENARES,,,SERVICIOS,CONSULTORIOS MEDICOS,,,,,,,,,,,,,afiliado,,,,,,,
25,,1,12/1/2026,13/1/2025,,AF-6214,,14506,CENTRO DEMARTOLOGICO SAN FRANCISCO,,,$640.00,Efe,1,,JPEREZ,SIEM, ,$640.00,"JUAN CABALLERO Y OCIO #397, COL. CALESA. 76020",ENE,CDS090213J21,administracion@clinicasanfrancisco.com.mx,,4423460937,YESENIA COLMENARES,,,SERVICIOS,CONSULTORIOS MEDICOS,,,,,,,,,,,,,afiliado,,,,,,,
26,,1,8/1/2026,9/1/2025,,AF-6161,,14502,MAQUINADOS ESPECIALES DE QUERETARO,,,$990.00,Transf,,1,JPEREZ,MEMBRESIA,MEMBRESIA SIEM,$990.00,"PROL. TECNOLOGICO NTE 7-B, COL. EL RETABLO. 76154",ENE,MEQ030331BY9,maquiespecialesqro@gmail.com,,4181055495,SANDRA MARES,,,SERVICIOS,FABRICACION DE MAQUINARIA Y EQUIPO PARA INDUSTRIA,,,,,,,,,,,,,afiliado,,,,,,,
27,,1,8/1/2026,9/1/2025,,AF-6217,,14504,MAVI DE OCCIDENTE,,,$640.00,Transf,,1,JPEREZ,SIEM, ,$640.00,"PIE DE LA CUESTA #2416, COL. LOMAS DE SAN PEDRITO. 76148",ENE,MOC051020MT8,cuestaqueretaro@muebelesamerica.mx,,3314793668,LUIS DANIEL GARCIA S.,,,COMERCIO,COMPRA-VENTA DE MUEBLES Y ELECTRODOMESTICOS,,,SUC. PIE DE LA CUESTA,,,,,,,,,,afiliado,,,,,,,
28,,1,9/1/2026,10/1/2025,,PG-442,,14505,MA REMEDIOS ANGELES UGALDE,,,$100.00,Efe,1,,JPEREZ,SIEM, ,$100.00,"CARR. A CAMPO MILITAR #6, COL. SAN ANTONIO DE LA PUNTA. 76135",ENE,AEOR65091,mariangeles_10@hotmail.com,,5513631596,REMEDIOS A OLALDE,,,COMERCIO,COMIDA,,,,,,,,,,,,,afiliado,,,,,,,
29,,1,7/1/2026,8/1/2025,,AF-6158,,14848,MAVI DE OCCIDENTE,,,$640.00,Efe,1,,JPEREZ,SIEM, ,$640.00,"CORREGIDORA NTE #1212, COL. ARBOLEDAS. 76140",ENE,MOC051020MT8,corregidoranorte@mueblesamerica.mx,,7751378950,FERNANDA CRUZ MTZ,,,COMERCIO,COMPRA-VENTA DE MUEBLES Y ELECTRODOMESTICOS,,,SUC. CORREGIDORA NORTE,,,,,,,,,,afiliado,,,,,,,
30,,1,29/12/1900,,,AF-4265,,9014,CENTER GAS S DE RL DE CV,,,"$1,400.00",Efe,1,,IRUIZ,MEMBRESIA,MEMBRESIA SIEM,"$1,400.00",,,,,,,,,,,,,,,,,,,,,,,,afiliado,,,,,,,
31,,1,29/12/1900,,,AF-4710,,10039,ECOSISTEMAS VEHICULARES VILLAMAR,,,"$1,200.00",Efe,1,,IRUIZ,MEMBRESIA,MEMBRESIA SIEM,"$1,200.00",,,,,,,,,,,,,,,,,,,,,,,,afiliado,,,,,,,
32,,1,29/12/1900,,,AF-4709,,10038,VERIFICENTRO ANGELOPOLIS,,,"$1,200.00",Efe,1,,IRUIZ,MEMBRESIA,MEMBRESIA SIEM,"$1,200.00",,,,,,,,,,,,,,,,,,,,,,,,afiliado,,,,,,,
33,,1,29/12/1900,,,AF-6234,,14377,RYOSHO MEXICO ,,,"$1,850.00",Transf,1,,IRUIZ,MEMBRESIA,BASICA,"$1,850.00",,,,,,,,,,,,,,,,,,,,,,,,afiliado,,,,,,,
34,,1,8/1/2026,9/1/2025,,AF-6142,,14373,INOXIDABLE Y SERVICIOS BAYLON,,,$640.00,Efe,1,,IRUIZ,SIEM, ,$640.00,,,,,,,,,,,,,,,,,,,,,,,,afiliado,,,,,,,
35,,1,5/1/2026,6/1/2025,,AF-6099,,12770,DISTRIBUIDORA LIVERPOOL SA DE CV,,,"$3,800.00",TC,1,,MNAVA,MEMBRESIA,EMPRENDEDOR,"$3,800.00","PROLONGACION VASCO DE QUIROGA #4800, TORRE 2 PISO 3 COL SANTA FE, CUAJIMALPA DE MORELOS, CDMX, 05348",ENE,DLI931201MI9,vmorenof@liverpool.com.mx,,4421961860,VIANEY MORENO ,,,COMERCIO,LIVERPOOL PLAZA GALERIAS,,,"AV 5 DE FEBRERO #99 COL VIRREYES, 76175",,,,,,,,,,afiliado,,,,,,,
36,,1,8/1/2026,9/1/2025,,AF-6141,,14455,OPERADORA DE FRANQUICIAS HERPAGON SA DE CV,,,"$1,950.00",Transf,1,,MNAVA,MEMBRESIA,BASICA,"$1,950.00","AV CONSTITUYENTES #73 INT B, COL CASA BLANCA, QUERETARO, QRO, 76347",ENE,OFH1406136B4,goperacion@confortinnqueretaro.mx,,4424660980,MIGUEL ANGEL,,,SERVICIOS,HOTEL CONFORT INN,,,"AV CONSTITUYENTES #73 INT B, COL CASA BLANCA, QUERETARO, QRO, 76347",,,,,,,,,,afiliado,,,,,,,
37,,1,12/1/2026,13/1/2025,,AF-6206,,14462,CENTRO DE REHABILITACION ORTOPEDICA Y NEUROLOGICA SC,,,"$2,500.00",Transf,1,,MNAVA,MEMBRESIA,BASICA,"$2,500.00","PROL PINO SUAREZ #433, COL RESIDENCIAL GALINDAS, QUERETARO, QRO. 76177",ENE,CRO140703NY2,terapiafisica.clinic@hotmail.com,,4422152815,LORENA AZPRONT HERNANDEZ,,,SERVICIOS,REHABILITACION,,,"PROL PINO SUAREZ #433, COL RESIDENCIAL GALINDAS, QUERETARO, QRO. 76177",,,,,,,,,,afiliado,,,,,,,
38,,1,12/1/2026,13/1/2025,,AF-6208,,14463,BIOTONER S DE RL DE CV,,,"$3,500.00",Transf,1,,MNAVA,MEMBRESIA,EMPRENDEDOR,"$3,500.00","CALLE NORADINO RUBIO #9 A COL. CASA BLANCA, QUERETARO, QRO. 76030",ENE,BIO130826PP3,raul.luna@biotoner.com.mx,,4423840066,CP RAUL LUNA,,,COMERCIO,VENTA DE CONSUMIBLES PARA IMPRESORAS ,,,"CALLE NORADINO RUBIO #9 A COL. CASA BLANCA, QUERETARO, QRO. 76030",,,,,,,,,,afiliado,,,,,,,
39,,1,12/1/2026,13/1/2025,,AF-6209,,14464,OPERADORA QUEMARQ SA DE CV,,,"$2,150.00",Transf,1,,MNAVA,MEMBRESIA,BASICA,"$2,150.00","CALLE ZARAGOZA #6 INT 21C COL CENTRO, TEZIUTLAN, PUEBLA, 73800",ENE,AQU110325HB3,flavio.martinez@posadas.com,,4422562800,CP FLAVIO MARTINEZ ,,,SERVICIOS,HOTEL ONE AEROPUERTO,,,"AV MEXICO, 76246",,,,,,,,,,afiliado,,,,,,,
40,,1,5/1/2026,6/1/2025,,AF-6105,,12775,MODA JOVEN SFERA MEXICO SA DE CV,,,$640.00,Efe,1,,MNAVA,SIEM, ,$640.00,"PROL. VASCO DE QUIROGA #4800 TORRE 2 PISO 3 COL. SANTA FE, CUAJIMALPA DE MORELOS, CDMX, 05348",ENE,MJS0609252B4,slmurgag@liverpool.com.mx,,4424278700,SANDRA LUZ MURGA GOMEZ,,,COMERCIO,VENTA DE ROPA Y ACCESORIOS,,,"ANILLO VIAL FRAY JUNIPERO SERRA, 76127",,,,,,,,,,afiliado,,,,,,,
41,,1,7/1/2026,8/1/2025,,AF-6133,,12779,DISTRIBUIDORA LIVERPOOL SA DE CV,,,$670.00,Efe,1,,MNAVA,SIEM, ,$670.00,"PROL. VASCO DE QUIROGA #4800 TORRE 2 PISO 3 COL. SANTA FE, CUAJIMALPA DE MORELOS, CDMX, 05348",ENE,DLI931201MI9,ymorenoof@liverpool.com.mx,,4421961860,VIANEY MORENO ,,,COMERCIO,MAC COSMETICS PLAZA GALERIAS,,,"AV 5 DE FEBRERO #77, COL VIRREYES, 76175",,,,,,,,,,afiliado,,,,,,,
42,,1,12/1/2026,13/1/2025,,AF-6191,,12693,COMERCIAL ANFORAMA SA DE CV,,,$640.00,Efe,1,,MNAVA,SIEM, ,$640.00,"CALLE PALMA #33 COL CENTRO DE LA CDMX, DELG CUATHEMOC, CDMX, 06000",ENE,CAN940705AM7,queretaro@anforama.com,,4423259134,SR ANTONIO CRUZ,,,COMERCIO,VENTA DE CRISTALERIA Y ARTICULOS DE COCINA ,,,"CALLE MANUEL TOLSA #1 COL CENTRO, 76000",,,,,,,,,,afiliado,,,,,,,
43,,1,9/8/2026,10/8/2025,,AF-6187,,14458,MODA JOVEN SFERA MEXICO SA DE CV,,,$640.00,Efe,1,,MNAVA,SIEM, ,$640.00,"PROL. VASCO DE QUIROGA #4800 TORRE 2 PISO 3 COL. SANTA FE, CUAJIMALPA DE MORELOS, CDMX, 05348",ENE,MJS0609252B4,puertalavictoriasf@elcorteingles.es,,4423231029,PAOLA CRUZ,,,COMERCIO,VENTA DE ROPA Y ACCESORIOS,,,"AV CONSTITUYENTES #40, COL MERCURIO, 76040",,,,,,,,,,afiliado,,,,,,,
44,,1,9/1/2026,10/1/2025,,AF-6188,,14459,PROMOTORA MUSICAL SA DE CV,,,$640.00,Efe,1,,MNAVA,SIEM, ,$640.00,"LAGO ZURICH #245 EDIF PRESA FALEON PISO 7, DELEG. MIGUEL HIDALGO, CDMX, 11525",ENE,PMU940317114,lavictoria@ishopmixup.com,,4425926879,VALERIA VELA,,,COMERCIO,ISHOP,,,"AV CONSTITUYENTES #40 LOCAL A02, MERCUIRIO, 76040",,,,,,,,,,afiliado,,,,,,,
45,,1,14/1/2026,15/1/2025,,AF-6250,,14722,TALLERES Y SERVICIOS DEL CENTRO SA DE CV,,,"$1,850.00",Transf,1,,MNAVA,MEMBRESIA,BASICA,"$1,850.00","CALLE CHURUBUSCO #107 COL NIÑOS HEROES, QUERETARO, QRO. 76010",ENE,TSC930423732,admonqro@speede.com.mx,,4423326455,PATRICIA RAMIREZ ,,,SERVICIOS,TALLER MECÁNICO ,,,"CALLE CHURUBUSCO #107 COL NIÑOS HEROES, QUERETARO, QRO. 76010",,,,,,,,,,afiliado,,,,,,,
46,,1,13/1/2026,14/1/2025,,PG-46,,14465,EZEQUIEL SOTO HERNANDEZ,,,$640.00,Efe,1,,MNAVA,SIEM, ,$640.00,"CALLE INVIERNO S/N, COL CENTRO, QUERETARO, QRO.",ENE,SOHE720908M32,,,4424469737,EZEQUIEL SOTO,,,SERVICIOS,ESTACIONAMIENTO ,,,"CALLE INVIERNO S/N, COL CENTRO, QUERETARO, QRO.",,,,,,,,,,afiliado,,,,,,,
47,,1,13/1/2026,14/1/2025,,AF-6257,,14468,TIENDAS CUADRA SA DE CV,,,$390.00,Efe,1,,MNAVA,SIEM, ,$390.00,"CALLE OMEGA #401 COL INDUSTRIAL DELTA, LEON GUANAJUATO, 37545",ENE,TCU950113C58,tiendaqueretaro@cuadra.com.mx,,4423691311,CRISTIAN LOPEZ,,,COMERCIO,VENTA DE ROPA Y ACCESORIOS,,,"AV 5 DE FEBRERO LOCAL, VIRREYES, 76175",,,,,,,,,,afiliado,,,,,,,
48,,1,13/1/2026,14/1/2025,,AF-6281,,,BARI HORA  TRAJES DE BAÑO SA DE CV,,,$390.00,Efe,,1,MNAVA,SIEM, ,$390.00,"BLVD ADOLFO RUIZ CORTINES #7650 INT 18, COL VILLA CUEMANCO, DELEG. TLALPAN CDMX 14360",ENE,BTB9508118Y6,barigaleriasqueretaro@bariswimwear.com,,4421157942,MARIA FERNANDA CASTILLO V. ,,,COMERCIO,VENTA DE TRAJES DE BAÑO Y ACCESORIOS,,,"AV 5 DE FEBRERO #99 LOCAL 136, VIRREYES, 76175",,,,,,,,,,afiliado,,,,,,,
49,,1,13/1/2026,14/1/2025,,AF-6265,,14719,MANUFACTURAS DE CALZADO FINO SA DE CV,,,$390.00,Efe,1,,MNAVA,SIEM, ,$390.00,"BLVD ADOLFO LOPEZ MATEOS #2607, COL BARRIO DE GUADALUPE LEON GTO. 37280",ENE,MCF850801GR3,queretaro@jp.com.mx,,4422169146,MERCEDES CAMPOS GONZALEZ,,,COMERCIO,ZAPATERIAS JEAN PIERRE,,,"AV 5 DE FEBRERO #99 LOCAL 173, VIRREYES, 76175",,,,,,,,,,afiliado,,,,,,,
50,,1,13/1/2026,14/1/2025,,AF-6248,,14720,DISTRIBUIDORES Y VENDEDORES DEL CENTRO SA DE CV,,,$640.00,Efe,1,,MNAVA,SIEM, ,$640.00,"BLVD MARIANO ESCOBEDO #4812, COL JARDINES DE JEREZ 1A SECC, LEON GUANAJUATO, 37530",ENE,DVC850325FH5,flegalqro@divec-flexi.com,,4422165993,GABRIEL RUIZ V. ,,,COMERCIO,ZAPATERIA INFANTIL ,,,"AV 5 DE FEBRERO #99 LOCAL 206, VIRREYES, 76175",,,,,,,,,,afiliado,,,,,,,
51,,1,14/6/2026,15/6/2025,,AF-6260,,14729,COMERCIALIZADORA COQUETA SA DE CV,,,$390.00,Efe,1,,MNAVA,SIEM, ,$390.00,"JUSTO SIERRA #721, COL CENTRO, LEON GUANAJUATO, 37000",ENE,CCO9911037E9,tienda89@coqueta.com.mx,,4421953309,MAYRA I. ARELLANO HERNANDEZ,,,COMERCIO,ZAPATERIA INFANTIL,,,"AV CONSTITUYENTES #40, LOCAL A07, MERCURIO, 76040",,,,,,,,,,afiliado,,,,,,,
52,,1,4/12/2025,5/12/2024,,AF-6180,,12748,DEL VALLE DISTRIBUIDORES SA DE CV,,,"$1,850.00",Transf,1,,MORTEGA,MEMBRESIA,BASICA,"$1,850.00","LUIS VEGA Y MONROY #316 FRACC. BALAUSTRADAS QUERETARO, 76070",ENE,VDI031118443,delvalledistqro@gmail.com,,4422138453,LIC. RODRIGO,,,SERVICIOS,DISTRIBUCION DE MEDICAMENTOS,,,"LUIS VEGA Y MONROY #316 FRACC. BALAUSTRADAS QUERETARO, 76070",,,,,,,,,,afiliado,,,,,,,
53,,1,7/1/2026,8/1/2025,,AF-6152,,14556,MAVI DE OCCIDENTE SA DE CV,,,$640.00,Efe,,1,MORTEGA,SIEM, ,$640.00,"CALLE AV. 18 DE MARZO #309, COL LA NOGALERA, GUADALAJARA JALISCO, 44470",ENE,MOC0510204T8,cerritocolorado@mueblesamerica.mx,,3322554015,LIC. ANDREA,,,COMERCIO,COMPRA Y VENTA DE MUEBLES,,,,,,,,,,,,,afiliado,,,,,,,
54,,1,5/1/2026,6/1/2025,,AF-6091,,14521,BESTWAY PRODUCTS SA DE CV,,,"$10,230.00",Transf,1,,MORTEGA,MEMBRESIA,PREMIER,"$10,230.00","MONTECITO 38, PISO 42 DF. 1D COL. NAPOLES, JUAREZ CDMX, 03810",ENE,BPR170607141,eduardo.dustha@awaxtreme.com,,5590005548,LIC. EDUARDO DUSTLLA,,,SERVICIOS,,,,,,,,,,,,,,afiliado,,,,,,,
55,,1,9/1/2026,10/1/2025,,AF-6230,,14563,MAVIC DE OCCIDENTE SA DE CV,,,$640.00,Efe,,1,MORTEGA,SIEM, ,$640.00,"CALLE AV. 18 DE MARZO #309, COL LA NOGALERA, GUADALAJARA JALISCO, 44470",ENE,MOC051020,sandiego@mueblesamerica.mx,,3332556408,CAROLINA LUCERO,,,COMERCIO,COMPRA Y VENTA DE MUEBLES,,,,,,,,,,,,,afiliado,,,,,,,
56,,1,9/1/2026,10/1/2025,,AF-6175,,14566,OPERADORA DE SERVICIOS PAQUETE EXPRESS SA DE CV,,,"$1,450.00",Transf,1,,MORTEGA,MEMBRESIA,MEMBRESIA SIEM,"$1,450.00","AVENIDA EJERCITO MEXICO #2002, INSURGENTES MAZATLAN SINALOA, 82018",ENE,PEC1411282LA,administracionqro@paqueteexpress.com.mx,,4424718078,LiC. ROSA IVETH PEREZ,,,SERVICIOS,SERVICIOS DE PAQUETERIA,,,"AV. CAÑADA #8, PARQUE INDUSTRIAL. INT . I,J,K, BERNARDO QUINTANA, 76246.",,,,,,,,,,afiliado,,,,,,,
57,,1,9/1/2026,10/1/2025,,AF-6174,,14567,OPERADORA DE SERVICIOS PAQUETE EXPRESS SA DE CV,,,"$1,450.00",Transf,1,,MORTEGA,MEMBRESIA,MEMBRESIA SIEM,"$1,450.00","AVENIDA EJERCITO MEXICO #2002, INSURGENTES MAZATLAN SINALOA, 82018",ENE,PEC1411282LA,administracionqro@paqueteexpress.com.mx,,4424718078,LiC. ROSA IVETH PEREZ,,,SERVICIOS,SERVICIOS DE PAQUETERIA,,,"AV. 5 DE FEBRERO #1025,, JOSE IDALIA  ARTEAGA, 76136.",,,,,,,,,,afiliado,,,,,,,
58,,1,9/1/2026,10/1/2025,,AF-6176,,14568,OPERADORA DE SERVICIOS PAQUETE EXPRESS SA DE CV,,,"$1,450.00",Transf,1,,MORTEGA,MEMBRESIA,MEMBRESIA SIEM,"$1,450.00","AVENIDA EJERCITO MEXICO #2002, INSURGENTES MAZATLAN SINALOA, 82018",ENE,PEC1411282LA,administracionqro@paqueteexpress.com.mx,,4424718078,LiC. ROSA IVETH PEREZ,,,SERVICIOS,SERVICIOS DE PAQUETERIA,,,"BLVD BERNARDO QUINTANA 27, LOMA DORADA QUERETARO, 76050.",,,,,,,,,,afiliado,,,,,,,
59,,1,9/1/2026,10/1/2025,,AF-6177,,14569,OPERADORA DE SERVICIOS PAQUETE EXPRESS SA DE CV,,,"$1,450.00",Transf,1,,MORTEGA,MEMBRESIA,MEMBRESIA SIEM,"$1,450.00","AVENIDA EJERCITO MEXICO #2002, INSURGENTES MAZATLAN SINALOA, 82018",ENE,PEC1411282LA,administracionqro@paqueteexpress.com.mx,,4424718078,LiC. ROSA IVETH PEREZ,,,SERVICIOS,SERVICIOS DE PAQUETERIA,,,"BLVD JURIQUILLA 3100 LOCAL 03, PROVINCIA JURIQUILLA, 76230.",,,,,,,,,,afiliado,,,,,,,
60,,1,9/1/2026,10/1/2025,,AF-6179,,14571,OPERADORA DE SERVICIOS PAQUETE EXPRESS SA DE CV,,,"$1,450.00",Transf,1,,MORTEGA,MEMBRESIA,MEMBRESIA SIEM,"$1,450.00","AVENIDA EJERCITO MEXICO #2002, INSURGENTES MAZATLAN SINALOA, 82018",ENE,PEC1411282LA,administracionqro@paqueteexpress.com.mx,,4424718078,LiC. ROSA IVETH PEREZ,,,SERVICIOS,SERVICIOS DE PAQUETERIA,,,"AV CONSTITUYENTES #5, CD CIMATARIO, 76030",,,,,,,,,,afiliado,,,,,,,
61,,1,13/1/2026,14/1/2025,,AF-6252,,14715,OPERADORA DE SERVICIOS PAQUETE EXPRESS SA DE CV,,,"$1,450.00",Transf,1,,MORTEGA,MEMBRESIA,MEMBRESIA SIEM,"$1,450.00","AVENIDA EJERCITO MEXICO #2002, INSURGENTES MAZATLAN SINALOA, 82018",ENE,PEC1411282LA,administracionqro@paqueteexpress.com.mx,,4424718078,LiC. ROSA IVETH PEREZ,,,SERVICIOS,SERVICIOS DE PAQUETERIA,,,"PASEO CONSTITUYENTES 1601, EL PUEBLITO CENTRO, 76900",,,,,,,,,,afiliado,,,,,,,
62,,1,5/1/2026,6/1/2025,,AF-6088,,14523,BALUFF DE MEXICO SA DE CV,,,"$9,900.00",Transf,1,,MORTEGA,MEMBRESIA,PREMIER,"$9,900.00","ANILLO VIAL II FRAY JUNIPERO SERRA, N-4416, QUERETARO, QRO, 76146.",ENE,,gabriela.cederberg@baluff.com,,4423647911,lLIC. GABRIELA,,,COMERCIO,,,,,,,,,,,,,,afiliado,,,,,,,
,,1,14/1/2026,15/1/2025,,AF-6245,,14677,LILIANA EUGENIA NIETO CAMPOS ,,,,,,,,,,,,ENE,,,,,,,,,,,,,,,,,,,,,,afiliado,,,,,,,
64,,1,12/1/2026,13/1/2025,,AF-6226,,14750,REFACCIONES CLUTCH Y FRENOS REFORMA,,,"$2,990.00",Transf,1,,CANACO,MEMBRESIA,EMPRENDEDOR,"$2,990.00",,,,,,,,,,,,,,,,,,,,,,,,afiliado,,,,,,,
65,,1,14/1/2026,15/1/2025,,AF-6233,,14766,SUMACORTEC,,,"$2,990.00",Transf,1,,CANACO,MEMBRESIA,EMPRENDEDOR,"$2,990.00",,,,,,,,,,,,,,,,,,,,,,,,afiliado,,,,,,,
